item_triple,score
IRE,0.16747890001941534
ANG,0.1673978231500243
SSE,0.1673053263810137
GRA,0.16723285464490287
MON,0.16707994747883473
FFE,0.16694078698209722
RAC,0.1666973212536837
SEL,0.16661242569660575
UNI,0.16653924306484938
AKE,0.16653812953244015
ARY,0.16612116420114792
WIL,0.1660636915552633
LED,0.16604089838643338
DED,0.16587275191219433
SOM,0.16518378787672996
OWE,0.1647680712297797
HAR,0.16474837568218192
INI,0.16430598983269076
OPE,0.1641514000441623
NGE,0.16401755919273123
UCH,0.1639598756179917
REL,0.16384599715559353
CHE,0.1637759126565524
ADE,0.16371961453024927
ATT,0.1636091271277496
CIA,0.16351325800115327
EXP,0.16331008992523233
MER,0.1631913599162746
LIC,0.16275916959456496
HEM,0.16193396571228774
ERY,0.16183552449486938
NSI,0.16128211065188716
OND,0.16121115465027172
RTI,0.16118784843258183
DUC,0.1611044065114825
HOW,0.16095087647113723
ERT,0.16067446098877194
SEE,0.16032442983411296
NOW,0.15985316632346094
IMP,0.15968802749988098
ABO,0.15966546120934544
PEC,0.15953803845631762
CEN,0.15951999993270344
RIS,0.15944112275079717
MAR,0.1591654148644385
ENS,0.15894095251778342
TAI,0.15867083474246013
ELY,0.1580483218032151
OMM,0.15788240398411854
SUR,0.15731070049758913
HEA,0.15661020837781314
ULA,0.1563086865920988
ULT,0.15627038714920177
ILI,0.15553661916454944
BEE,0.15518011566532341
ORK,0.15491574477660938
LIS,0.15486971811523748
NIT,0.15476622230769807
ORI,0.15475081371171773
THR,0.15445552230393994
ATH,0.15367431593067707
VEL,0.15358765234290717
TIE,0.15302369444068364
ANI,0.15222640143444402
CUL,0.1521197101631436
HIL,0.15210562133857805
TEM,0.1520827063757118
RIA,0.15193391277405888
TRE,0.15179697454569638
IVI,0.15131826927279954
VES,0.1512920619359425
PEN,0.15118647652399445
CRE,0.15116316799754534
OLL,0.1509168799184977
ELE,0.15075096128908944
LON,0.1504024541580224
WAR,0.15024695570587704
EQU,0.1502149700471366
TRO,0.15018698490780497
EAL,0.14988612738738652
REP,0.14979914209446868
ELI,0.1497520462019776
IAN,0.14953926359952627
SID,0.1495307825144466
ISE,0.14950016540180552
ERV,0.14893090947969814
TRU,0.14857571491048502
ILE,0.14856115002086379
QUE,0.14817258498851726
HIM,0.14799867325235017
MED,0.14781823982079068
WOU,0.14769299111213038
FIN,0.147201400751954
UCT,0.14699294936776708
OLD,0.14646477277324996
OOD,0.14621482112229686
COR,0.14595460733230892
NEW,0.1459305987760283
EAC,0.14525154476396418
ERM,0.14495034228051076
FAC,0.14483972951771565
BOU,0.14475464465375834
ACK,0.14443139189945609
SUC,0.1443856308543636
EDI,0.14379017855444118
NTO,0.14368424086383152
CAR,0.14361061506356035
OLI,0.14337086060568133
NLY,0.14320841894372874
MIL,0.14315630205798893
EED,0.14308218661169347
WAY,0.14275159721617545
ROP,0.14261988741640946
ITA,0.1425719508187094
ETH,0.14192770848941486
ECI,0.14189724733257067
UTI,0.14189668235323272
MAY,0.14181500398575742
ICI,0.14176450336593346
WHA,0.14158192365334746
RMA,0.1413239916197262
ARA,0.14082067601765685
QUI,0.14038656987928566
REM,0.14017552639773215
MBE,0.1399754483009672
FTE,0.1397253213309434
RST,0.13939070836650033
VED,0.13910492390232368
CTE,0.1389921526043309
NDS,0.13863264178287882
FIR,0.13862302411180502
LIE,0.13854534878576044
MET,0.13838849381916488
OOK,0.13812796589224463
MOS,0.13790688487975752
MES,0.13787862163643214
ACC,0.13786257085329442
VIN,0.1378503334864895
GIN,0.13754660733019924
ETE,0.1372693081396702
RGE,0.13697234610643685
OIN,0.13682942969581946
ARR,0.13680023927323257
HOL,0.1366613746044684
IGN,0.13665816855368473
SEC,0.1365839642307892
PON,0.1365779422737081
ESI,0.1365524584740688
TLY,0.13617423717992339
EMP,0.13607834371320263
SIS,0.13600109702629568
IED,0.13579602218672518
OTE,0.13578923303778354
RTH,0.13572863671112245
MAL,0.13558965698096198
COL,0.1353847696852789
DIT,0.13506517341003232
BLI,0.13489190582005708
RON,0.1348754030878206
GES,0.1347503018504296
SHI,0.13467972768855863
CIE,0.13459948764313362
ATU,0.1345100360441029
RET,0.1343165205644127
GER,0.13431007971910702
REF,0.1342645394640458
OLO,0.13417149560057234
AUS,0.13398349724362982
RCH,0.13394546424911383
LAC,0.13374490220810553
LLO,0.1336874663010479
TLE,0.13342653798534612
TIT,0.13317316207570054
IFI,0.13311907534968803
HOS,0.13305374168065923
BEC,0.13288635396299997
PEA,0.13280823886922108
ECE,0.1325885864549099
LLI,0.1325870317843615
ONC,0.132547048891685
RCE,0.13251169875126426
FUL,0.1325040271578341
GRO,0.1322729569719899
ORS,0.13183976191832264
LAS,0.13175749934818587
RIO,0.13172706565025713
ARS,0.13156812422444544
CED,0.13153591561329334
WIN,0.13151278157248872
ONL,0.1314317909170173
VID,0.13128301485683597
NGS,0.1311604451504375
IOU,0.13105422437079178
ORY,0.1309826593383546
CLE,0.13076963371883207
LEC,0.1306823656736509
ITT,0.1304650045601335
URI,0.1304166936361993
OSS,0.1300440608363725
RTA,0.12991464475241954
CER,0.12981974722872186
POL,0.12971035902474407
NIS,0.12966084418911014
ARL,0.12943356130453368
EXT,0.12928011404169668
HED,0.12926983315627782
PPE,0.12904990221260013
ISI,0.1290031394525193
VAL,0.12881851162169242
ARG,0.1286054524684824
RIG,0.1282983700569301
NSE,0.12817746503952085
HOR,0.12805478347036756
ISS,0.12795837490675946
IAT,0.12793337991603848
CRI,0.12786160956229203
ELA,0.12780104692221922
ESP,0.12776839091370304
ITU,0.12752019570999218
TWO,0.12751584092414828
NOR,0.1273451262181375
RSE,0.1272851454718234
OFF,0.12717599817112785
IFF,0.1271609132312938
TEL,0.12712071811703976
ETI,0.12693155535550235
IRS,0.1268821687972142
CUR,0.12670927906488724
AID,0.12659419251235515
BET,0.12652839461811155
RAI,0.1263134527168063
CAS,0.1260838400218829
TIL,0.12588727351915394
LSO,0.1257769238703294
CHO,0.12565034164033032
EAN,0.12564411645163967
OCI,0.1254421694349355
TAB,0.12525651346925903
QUA,0.1252298302218709
FFI,0.1251527353568279
USI,0.12507868839146402
MPO,0.12494819813304926
DIA,0.12487430038642511
IKE,0.12485469732123052
PAT,0.12470909206129181
TON,0.12469645622003446
DIF,0.12468922677281512
UES,0.12465682465996634
MIT,0.12450089989777038
SOC,0.12443774091209629
SHA,0.1243361804449087
KNO,0.12431754054852855
ROV,0.12428316877403163
NCI,0.1242736917111985
MUS,0.12416401395543451
URA,0.12406450397317907
AFT,0.12393608949612461
LOG,0.12390840319199627
HRO,0.12390443985776187
INF,0.12377858004618801
CAU,0.12374482592289511
LET,0.12372097069873922
ALT,0.1237172083994814
RRE,0.12367598997530056
ANA,0.12366174389512058
ELF,0.12340826223272325
ENG,0.12339543113016539
ETT,0.12335603725359093
ORA,0.12318424175451166
MIS,0.12314517960479472
REG,0.12313151812290853
LIG,0.12309931599263818
EPT,0.12308149339656733
AIL,0.12305951481575114
URN,0.12304154781121882
UTE,0.12300176962918533
ROD,0.12298481248832317
IMA,0.12284366931319157
MEA,0.12280435116890735
TAR,0.12256969947765593
ALE,0.12245782250701184
OLE,0.12241869505510884
OSI,0.12230993182728607
EIN,0.12224591396417775
UTH,0.12178677188327172
WEL,0.1216298969749405
CLA,0.12158548657246944
WEE,0.12145869185649621
TIA,0.12120740160528906
EMB,0.12116981087545255
DAY,0.12093015463402468
ASI,0.12080071187486947
RDE,0.12079808744829068
STU,0.1207556771580883
URS,0.12075056666503474
FOU,0.120466660233868
IZE,0.120452434245108
OMI,0.1203324218780719
EFO,0.12010045790564162
LIK,0.11994878564660243
REV,0.11980948942392065
AYS,0.11945699464939295
ELO,0.11924382791111013
RAD,0.11906440540149843
DEA,0.1190248545988315
TAK,0.11900270677298666
SUP,0.11899498367121074
SUB,0.11899355214545827
SOU,0.11893593426127312
ECA,0.11889463310883445
EMA,0.11858597901746047
ODU,0.11856747145266724
YEA,0.11850676220691171
ILD,0.11849055977229378
SPO,0.11838532742510072
LEN,0.11829693217561225
MPA,0.11828140120390232
DIC,0.11816899557339494
PLI,0.11816223263312407
FEC,0.11803190954167776
RRI,0.11799993694640117
EVI,0.11790267761909415
ICT,0.11762232645606502
TUD,0.11760854909777621
LOS,0.1175020677440685
CTU,0.11749394413480663
LEM,0.1173191845744969
HAL,0.11722109231238381
TWE,0.1170635788671739
ISC,0.11690728257774397
ROC,0.11675918740561948
CTO,0.11665722970070869
ARC,0.11659775605706996
SIG,0.11639675163935871
AMI,0.11634655882779887
KED,0.1159422127308132
JEC,0.11592673042003332
HAP,0.1158068263454754
PTI,0.11573046128547562
BRI,0.11570246819996109
UBL,0.1156722418951038
SOL,0.11564442516045181
RLY,0.11558299199468593
CIT,0.1155037142902321
ADI,0.11542707067933397
FRE,0.1153569984346787
CTS,0.11533650008699631
AIR,0.11522093059039284
ROW,0.11519926617423457
NGL,0.11510473061208917
UDE,0.11509320456671204
STS,0.11488988414130395
DRE,0.11483600249905825
NIC,0.11470692167683567
DEC,0.11449627197779044
PAN,0.11442730627255741
BIL,0.1144235675135049
LIF,0.11410766260264078
NNE,0.11399350759954345
LOO,0.11398294759695562
AMP,0.11386469915185063
SAI,0.11364887282930619
UNC,0.11360104894378674
XPE,0.11332564537723028
IMI,0.11323147784107138
GAI,0.11312699562002416
ARK,0.11305911534690934
TIS,0.11295256444708777
HEL,0.11268128048038574
VIS,0.11251408181193914
MAK,0.11245765060696987
AGA,0.11225138873567568
IBL,0.11211533299843846
IFE,0.11206553183251489
SEA,0.1120480409669544
ROB,0.11196069107415595
TOO,0.1119573330498426
GET,0.11153303602482456
EFF,0.11149398070798752
RTE,0.1114753678437013
PPO,0.11140493550994156
DEP,0.11125640499928341
AVI,0.11123955462275642
RNE,0.11117488964394015
RIB,0.11112556280787211
VOL,0.11090845809458778
MAD,0.11089320848148083
GIV,0.11078288010984187
DIE,0.1106819969656149
RDS,0.11059842704199628
SCH,0.11053220160422586
ROL,0.11049690825841603
OVI,0.11039735395932915
RIV,0.11037652545212025
DEV,0.1103304951721793
TRY,0.10997713649269329
ODE,0.10973365172759111
GAN,0.10950101289209649
BEL,0.10935295169375427
NDA,0.10934971893382713
LIA,0.10925767332486176
RVE,0.10922903411700977
MIC,0.10904847470792965
ETW,0.10893780114032958
TUA,0.10871568508308285
ERC,0.10856778272396929
DEL,0.10844236279135977
CLU,0.10835873910940802
UME,0.10825857132352494
EGI,0.10825099275885385
SAM,0.10809273007002734
MAI,0.10804752938478149
ANN,0.10776368580825645
ICU,0.10771982072988229
ROS,0.10762365766162664
EMS,0.10744975861323337
ARM,0.10693612823352154
EMO,0.10692042772587976
SIB,0.10683310726489469
YST,0.1067043578414811
EGA,0.10652717837203655
SCR,0.10644120363816563
OLU,0.10625925334402572
RAM,0.10595860465176653
UPP,0.10573061346658721
LVE,0.10568184697919944
BRO,0.10562401213019945
UEN,0.1054625944686502
CAM,0.105405449101667
RNA,0.10538015072965469
URT,0.1052122476405036
PIN,0.10498159016422554
TTL,0.10494457476404566
EXA,0.10475201214763079
RUC,0.10474591389946293
HIG,0.10453846808055736
ETA,0.10445679312839498
DID,0.10438904722119265
FOL,0.10418238483508059
VIC,0.10417928615644334
MME,0.10416649561942463
DAT,0.10408782524026378
EDU,0.1040701891537627
OCE,0.10382884183808971
CEP,0.10378955061355695
ROT,0.10375619002861115
VIE,0.10373161600163203
PAS,0.10370132461868607
ORG,0.10359271965083433
NTL,0.1035799803059189
SET,0.10343506611907892
OTI,0.10339421399656505
SPI,0.10339197341392921
RSO,0.10310218787897688
ILY,0.1028663202141319
DIV,0.10286186845218921
ATO,0.10276280595667213
INV,0.10276142602212064
BAS,0.10265781370439235
PUB,0.10265046338952112
AUT,0.10262507318980707
ONI,0.10261347552753247
EXC,0.10258505062240433
SSU,0.1025574276117927
MOD,0.10252186873443557
RMI,0.10246028836237847
LUE,0.10234540743834673
OPL,0.10233752543722947
LOR,0.10222732240661281
EIG,0.1021371801678563
POI,0.10212351093972323
JUS,0.10180880314385683
EOP,0.10177552839984254
DGE,0.10168203742245994
EET,0.1016421062637058
ERR,0.10153331163840901
MOT,0.10143183542767684
CCO,0.10126009806157081
OMA,0.10124064169244322
NVE,0.10114967187252075
ONO,0.10110897654997478
FIE,0.10107524256541839
YIN,0.10097447344326506
HIP,0.10093996561515609
RAP,0.10091727435112068
HOO,0.10083430697732558
ISM,0.10082380049207475
URC,0.10074999105650233
DOW,0.10054652027068878
ULL,0.10046595726992849
BRA,0.10037701509218967
LAY,0.10028540271839192
UMB,0.10025197332921942
NCL,0.1002390980262919
ICK,0.10020066909391567
NME,0.10013500526787926
CAP,0.10003751257999094
HOM,0.09998023679385276
GED,0.09993338208978783
LOP,0.09987626993398882
IET,0.09982476251004346
LER,0.0998028481036957
OGR,0.09962152467998547
EFE,0.09960365389101444
DEF,0.09953111556299693
SSA,0.09946663813066882
VAR,0.09941724382251106
NUM,0.09941266162072922
CCE,0.09933378230749272
NEE,0.09932347264741476
HRE,0.09926652690940577
TEA,0.09922703515764807
LEG,0.09918440996402761
PEO,0.09903344907387276
LOC,0.09891951617482668
BOT,0.09888960937631464
PED,0.09886676120401325
ENI,0.0988606746261153
LAI,0.098701577611698
PUT,0.09868230637720202
AMO,0.09857263282156888
INK,0.09857134000161721
RDI,0.0985253724317081
ELD,0.09843432869668532
SIC,0.09826380505773506
RVI,0.09816232763415696
REQ,0.09815988578527214
BEI,0.09803077261156723
BAC,0.09797365503170762
LIV,0.09791068695756071
RNI,0.09781538305023665
MEM,0.09756564924190532
MOU,0.09735892522196365
EPA,0.0973062887780613
RME,0.09729031463353299
SUL,0.09729009872413766
BOR,0.09725861205264659
DUR,0.09715185239843047
DON,0.09713106886138688
OOL,0.09712731713760721
SCO,0.09710041873152651
SIM,0.097032990428488
PPL,0.09700292539796962
CRO,0.09684708392809245
RTS,0.09680774036232179
ADD,0.0967235546663274
EMI,0.09665070123184581
MPE,0.09662361478504984
FRA,0.0966040387285942
FIG,0.09654119696518192
RKE,0.09643843419525007
ESC,0.09600165367115514
ABI,0.09594272996670328
ANO,0.09592928420466022
UIT,0.09590913589264022
TEC,0.09584612252463529
RIM,0.09575934181459364
APE,0.09573471754920797
CUS,0.0956604348626158
SUM,0.09560245097876675
BAN,0.09544665530349618
BJE,0.0953557626013854
ANE,0.09533899037537467
GOO,0.09533852582819184
ESU,0.095271697817839
OCK,0.09518949629630341
TEE,0.0950629817894989
ERF,0.09495111992174589
SAL,0.09485804397111548
DEM,0.09473588729240393
VAT,0.09468211721796466
UDI,0.09444507666161017
MUC,0.0943817808696938
SYS,0.09435288279009428
LLA,0.09430043340170469
NOM,0.09424841677947629
TCH,0.09408261598167607
UCE,0.09391823439644348
SOR,0.09390579572154471
NDO,0.09389739346761776
TIF,0.09389633821332029
UAT,0.09389508788170846
NCH,0.09383109359800905
NDU,0.0937713213852876
RSI,0.09374807423974955
GAT,0.09366951569560546
VAN,0.09364000697231933
PPR,0.09363376550828761
MOV,0.09357592831368132
ECH,0.09356690859890442
CIP,0.09353961801193415
ROO,0.09347880300841842
ELS,0.09336771463277849
NEC,0.0933386840403848
BEF,0.09331847170359019
CLO,0.09324218030317101
ORN,0.09320801796831474
PTE,0.09303069157185774
ALU,0.09282077325566158
EEM,0.09276802812579384
ONF,0.09275515945142254
SCI,0.09263453320851302
IGI,0.09247407963173786
ROA,0.09235302589431907
MAG,0.09233098686357351
LAB,0.09231745880363532
DET,0.09229156234994337
KEN,0.09227941362742491
ILA,0.09224445643858178
ORR,0.09223985585121619
RAG,0.09220694288775153
RUS,0.09217041195725414
OES,0.09195289962596179
SAY,0.09190505873585189
ACI,0.09189764669697312
PUR,0.09188803541920082
GAR,0.09181954189798179
NAR,0.09179578615487459
CIS,0.09177494085603644
NAM,0.0917412828897606
ANK,0.09171177623938144
VIT,0.0916902127665527
WAT,0.09168245712213931
PRA,0.0916226445622419
NCO,0.09152439302960286
POW,0.09131501180379085
FEE,0.09112800030174796
FAI,0.0911099897321358
ECU,0.09110858228044136
ROG,0.09105315268862595
FAR,0.09096428924252281
TME,0.09093771064749627
LUT,0.09091807008852969
IER,0.0909034918829971
ORL,0.09081810005742967
RTY,0.09076964920853249
OWI,0.09074776833647971
DIR,0.09072003943800694
NCT,0.09067557963581707
LEV,0.09066275132480682
PLO,0.0905902917834599
PAI,0.09053171495046748
MUN,0.09050803206009365
GOV,0.09048332669775498
ICS,0.09047011724747078
NFO,0.09046478481536013
SAN,0.09045954117579647
SSO,0.0904412961321257
OCA,0.09042898167074644
EEP,0.09020916104180793
TOM,0.090103945602113
LAW,0.09007331654293194
URR,0.09002542192464645
LTH,0.09001511394411851
NTH,0.08993160023886249
OUP,0.08989597429837043
IBE,0.08988029670547404
PIT,0.08970166783265096
EPE,0.0896354458528943
MAS,0.08963064488993872
INU,0.08958670863638359
VIO,0.0895287367839862
NAN,0.08945656440016483
LLS,0.08938830595770146
NET,0.08938475438358742
OBL,0.0893239303187057
WRI,0.0892937013395476
LUD,0.08926468432300834
AFF,0.08919428539287273
APT,0.08916931871553811
PHI,0.08914702760055591
CCU,0.0891368775515128
FRI,0.08896419542709512
EPR,0.08893292258141536
RMS,0.08889375924107291
IEW,0.08888299199804425
IVA,0.08864578306021799
SMA,0.0886275089721771
DAR,0.08857566636769042
ALO,0.08847284521483367
OCC,0.08845846023974478
XAM,0.08843919526397286
LIM,0.08835161640076616
UPO,0.08822837150456822
EDE,0.0881848370191538
SPA,0.08811875651019963
DOM,0.08791039680129942
EFI,0.08786858934160348
RGA,0.08785722149856011
CEL,0.08784982948811458
GNI,0.08782960989329278
TUT,0.08764381053214121
IZA,0.0876356000857721
SLA,0.08753381190540226
DRA,0.0874856263133417
UIR,0.08747192524197989
HUS,0.0874482321362146
SAT,0.08742332994819836
OKE,0.08741614751307734
ENA,0.08733690265341411
MIG,0.08732573390269076
FUN,0.08731217634578124
RLD,0.0872961809410989
ORC,0.08723847343855157
SEV,0.08710797446598073
NEV,0.08704922287490995
LUS,0.08704241696229292
ARN,0.08702363186921334
MSE,0.0869908989588256
UAR,0.08697839266775563
ERO,0.0869503834130029
DAN,0.08683352724335448
PUL,0.08674537988116159
EAK,0.08671905241063246
TTI,0.08661604162288868
ZED,0.08646231496953272
ADV,0.08632779200201532
OPP,0.08610653764806597
OWS,0.08601356950645239
PAC,0.08593938006120665
ENO,0.08591642133853926
ERG,0.08577668732559054
TOW,0.08573636572722129
UNG,0.08564138487693612
MPT,0.08561058263885463
PHY,0.08557781359948755
WEV,0.08551746905486361
BIT,0.08533756371642211
EXI,0.08533080542275907
PIC,0.08528173450428675
SIV,0.08525261539052752
MMU,0.08514473193886518
NCR,0.08510509018657707
YSI,0.0850940063794036
LIZ,0.08507820094906735
BOO,0.08506594681128449
AKI,0.08501316036897606
NEA,0.0848577902699791
KER,0.08483293848100609
OGI,0.08481569284637014
CIN,0.0847132134393312
IOR,0.0846813761363793
RAB,0.08457277878033918
VIL,0.08447601028851193
RRO,0.0844698348786108
WED,0.0842873294312384
TAG,0.08421631996466429
FIL,0.08418808756298188
ASK,0.08411726511265205
FAM,0.08401960166598012
BEA,0.0839303450263833
BAR,0.08381276439798413
BLY,0.08375632710961713
CKE,0.08374922858171435
SCA,0.08367350804873748
USS,0.08365568378163657
HUM,0.08360362832221753
ISO,0.08347282925900905
GIC,0.08328593467491953
WOM,0.0832767448000989
BRE,0.08311129712335247
ASO,0.08300273729252551
EAV,0.08293921817739203
NSU,0.08293523328573257
THU,0.08278291640057565
MMI,0.08256685283451953
IEV,0.08252494396194456
IBI,0.08248131568103964
PIR,0.08241665859505316
ONV,0.08221999328625515
ATA,0.08205004945469889
NIZ,0.08202445767381862
MMO,0.08183015452636425
EEL,0.08182347665898217
ZAT,0.08175716581857295
EPO,0.0817457557278738
BES,0.08173783921019555
AWA,0.08171265091407956
GLE,0.08163998380085451
GIO,0.0816346212967581
BUR,0.08163168192420749
WAN,0.08160084316749705
CLI,0.08159685533957763
MUL,0.0815802994801456
WIS,0.08148752380037523
NCY,0.08139142134871602
OFT,0.08131824587101522
BEG,0.08113944139150887
NOU,0.08112144358489391
CHR,0.08109454608353872
NGU,0.08104898902945272
RAR,0.08094042113073795
OOR,0.08082625633973542
WAL,0.080806766769276
ULE,0.08080126695814493
FLO,0.08075140033315457
ASH,0.08070624177395316
BSE,0.08068678562193142
BOD,0.08061085275530577
HIT,0.08057515998848418
DUA,0.08056758191176693
RID,0.08048860853397655
LTI,0.08030432964327365
IGU,0.08025279018084835
TAC,0.08013781864232408
NIO,0.08012906395609264
RNM,0.08004675329338139
TYP,0.0798931783778532
AGR,0.07987814479263801
ETS,0.07986370371511191
CRA,0.07968325589026479
COV,0.07964517755440985
INN,0.07962605399464168
IEL,0.07961911903246995
UIL,0.0795751039740271
OTA,0.07928865146223635
BUS,0.0792789758308817
CID,0.07924568441019877
MPR,0.07911872627162012
UMA,0.07897474099179184
IMS,0.07891515259800508
APH,0.07862033049098262
NON,0.07856395496179952
BED,0.07849822152082607
NIA,0.07849672480984955
DOE,0.07845601721122511
NNI,0.07839084123956695
ETY,0.07837151723649
NTU,0.07831371528293686
HET,0.07825011315319398
ASU,0.07823684138641378
KET,0.07821759514931104
IBU,0.07810354744691374
RPO,0.07803922474303872
ALA,0.0780377888070949
GOD,0.078018058797082
XTE,0.0779061819559493
IRI,0.0779015716354813
HUR,0.07781930010542895
EOR,0.07771946690757563
