index,layout,letters,positions,average_score,engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger,engram_order
38,"etaoinsrhldcumfwykpgbvxjqz -> DJSEFKL;AIVMRUW,COQ.ZPX['/",pfou  mlkvhaei  tnsrbxyd  cwgzjq,"DJSEFKL;AIVMRUW,COQ.ZPX['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
39,"etaoinsrhldumwyvkjcfpgbxqz -> KFJILASD;EVRUMOCW,X[ZPQ.'/",bklu  moygnsrt  aeihpcvd  wjxzfq,"KFJILASD;EVRUMOCW,X[ZPQ.'/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
40,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMURWOC,X[ZPQ.'/",xfom  ulpkhiea  trsnvygd  cwjzbq,"DJFES;LKAIVMURWOC,X[ZPQ.'/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
41,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFKL;AIVMRUOW,CQ.ZPX['/",gpou  mlfvhaei  tnsryxkd  cbwzjq,"DJSEFKL;AIVMRUOW,CQ.ZPX['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
42,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFK;LAIVMURWOC,Q.ZPX'[/",yfom  ulpkhaei  tnrsvxgd  cwbzqj,"DJSEFK;LAIVMURWOC,Q.ZPX'[/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
43,"etaoinsrhldcumfbkxpgwyvjqz -> DJSEFKL;AIVMRUOWC,Q.ZPX['/",pbou  mlfyhaei  tnsrwvkd  cxgzjq,"DJSEFKL;AIVMRUOWC,Q.ZPX['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
44,"etaoinsrhldumgwykjcfpbvxqz -> FJESDK;LAIMVUR,OWCP.XQZ'[/",bkag  mlychoie  tnrsvpju  dwfzqx,"FJESDK;LAIMVUR,OWCP.XQZ'[/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
45,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFL;KAIVMURWOC,Q[ZPX'./",yfom  ulpkhaei  trnsvxgd  cwqzbj,"DJSEFL;KAIVMURWOC,Q[ZPX'./",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
46,"etaoinsrhldumgwykjcfpbvxqz -> FJESDL;KAIMVUR,OWCP[XQZ'./",bkag  mlychoie  trnsvpju  dwqzfx,"FJESDL;KAIMVUR,OWCP[XQZ'./",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
47,"etaoinsrhldcumfwykpgbvxjqz -> DJSEFKL;AIVMURW,COQ.ZPX['/",pfom  ulkvhaei  tnsrbxyd  cwgzjq,"DJSEFKL;AIVMURW,COQ.ZPX['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
48,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKSAD;EVURMCW,OP[XQZ'./",bylm  cakusnrt  eiohxpwd  gvqzfj,"JFILKSAD;EVURMCW,OP[XQZ'./",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
49,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMURWO,CX[ZPQ.'/",xfom  ulpkhiea  trsnvgyd  cwjzbq,"DJFES;LKAIVMURWO,CX[ZPQ.'/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
50,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFKL;AIVMURWOC,Q.ZPX['/",yfom  ulpkhaei  tnsrvxgd  cwbzjq,"DJSEFKL;AIVMURWOC,Q.ZPX['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
51,"etaoinsrhldcumfpgwybvkxjqz -> DJSEF;LKAIVMURWOC,Q[ZPX.'/",yfom  ulpkhaei  trsnvxgd  cwjzbq,"DJSEF;LKAIVMURWOC,Q[ZPX.'/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
52,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMRUWO,CX.ZPQ['/",xfou  mlpkhiea  tnsrvgyd  cwbzjq,"DJFESKL;AIVMRUWO,CX.ZPQ['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
53,"etaoinsrhldcmpgwykufbvxjqz -> JFILKASD;EVURMWC,OP[XQZ.'/",vglm  cakunsrt  eiohxbwd  pyjzfq,"JFILKASD;EVURMWC,OP[XQZ.'/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
54,"etaoinsrhldcumfpybgwvkxjqz -> DJFESLK;AIVMRUOWC,X'ZPQ[./",xpou  mlfkhiea  tsnrvgyd  cbqzjw,"DJFESLK;AIVMRUOWC,X'ZPQ[./",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
55,"etaoinsrhldcumfpybgwvkxjqz -> DJFESKL;AIVMRUOWC,X.ZPQ['/",xpou  mlfkhiea  tnsrvgyd  cbwzjq,"DJFESKL;AIVMRUOWC,X.ZPQ['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
56,"etaoinsrhldcumfpwygbvkxjqz -> DJFESLK;AIVMRUWO,CX'ZPQ[./",xfou  mlpkhiea  tsnrvgyd  cwqzjb,"DJFESLK;AIVMRUWO,CX'ZPQ[./",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
57,"etaoinsrhldcumfbkxpgwyvjqz -> DJSEFKL;AIVMUROWC,Q.ZPX['/",pbom  ulfyhaei  tnsrwvkd  cxgzjq,"DJSEFKL;AIVMUROWC,Q.ZPX['/",0.7847,0.0,1.0,1.0,1.0,0.9233246936755783
58,"etaoinsrhldcumfpgwybvkxjqz -> DJSEF;LKAIVMRUWOC,X[ZPQ.'/",xfou  mlpkhaei  trsnvygd  cwjzbq,"DJSEF;LKAIVMRUWOC,X[ZPQ.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
59,"etaoinsrhldcumfpgwybvkxjqz -> DJFESKL;AIVMRUWOC,Q.ZPX['/",yfou  mlpkhiea  tnsrvxgd  cwbzjq,"DJFESKL;AIVMRUWOC,Q.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
60,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMURWO,CQ.ZPX['/",gfom  ulpkhiea  tnsrvxyd  cwbzjq,"DJFESKL;AIVMURWO,CQ.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
61,"etaoinsrhldcumfpwygbvkxjqz -> DJSEF;LKAIVMRUWO,CX[ZPQ.'/",xfou  mlpkhaei  trsnvgyd  cwjzbq,"DJSEF;LKAIVMRUWO,CX[ZPQ.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
62,"etaoinsrhldcumfbkxpgwyvjqz -> DJFESLK;AIVMRUOWC,Q'ZPX[./",pbou  mlfyhiea  tsnrwvkd  cxqzjg,"DJFESLK;AIVMRUOWC,Q'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
63,"etaoinsrhldcumfgwkpybvxjqz -> DJFES;LKAIVMURWC,OQ[ZPX.'/",pfom  ulkvhiea  trsnbxgd  cwjzyq,"DJFES;LKAIVMURWC,OQ[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
64,"etaoinsrhldcumfwykpgbvxjqz -> DJFESKL;AIVMURW,COQ.ZPX['/",pfom  ulkvhiea  tnsrbxyd  cwgzjq,"DJFESKL;AIVMURW,COQ.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
65,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKASD;EVURMCW,OZ[XQP.'/",bylm  cakxnsrt  eiohupwd  gvjzfq,"JFILKASD;EVURMCW,OZ[XQP.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
66,"etaoinsrhldcumfbkxpgwyvjqz -> DJFESKL;AIVMRUOWC,Q.ZPX['/",pbou  mlfyhiea  tnsrwvkd  cxgzjq,"DJFESKL;AIVMRUOWC,Q.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
67,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMURWOC,Q[ZPX.'/",yfom  ulpkhiea  trsnvxgd  cwjzbq,"DJFES;LKAIVMURWOC,Q[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
68,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFK;LAIVMURWOC,X.ZPQ'[/",xfom  ulpkhaei  tnrsvygd  cwbzqj,"DJSEFK;LAIVMURWOC,X.ZPQ'[/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
69,"etaoinsrhldcumfwykpgbvxjqz -> DJFES;LKAIVMRUW,COQ[ZPX.'/",pfou  mlkvhiea  trsnbxyd  cwjzgq,"DJFES;LKAIVMRUW,COQ[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
70,"etaoinsrhldumwykxjcfpgbvqz -> KFJILASD;EVRUMOCW,Q[ZPX.'/",cxlu  moygnsrt  aeihpbkd  wjvzfq,"KFJILASD;EVRUMOCW,Q[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
71,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFKL;AIVMRUWO,CX.ZPQ['/",xfou  mlpkhaei  tnsrvgyd  cwbzjq,"DJSEFKL;AIVMRUWO,CX.ZPQ['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
72,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFK;LAIVMURWO,CX.ZPQ'[/",xfom  ulpkhaei  tnrsvgyd  cwbzqj,"DJSEFK;LAIVMURWO,CX.ZPQ'[/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
73,"etaoinsrhldcumfpgwybvkxjqz -> DJFESLK;AIVMRUWOC,Q'ZPX[./",yfou  mlpkhiea  tsnrvxgd  cwqzjb,"DJFESLK;AIVMRUWOC,Q'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
74,"etaoinsrhldumfpgkjcwybvxqz -> DKFES;LJAIVRUMWOC,Q/ZPX.'[",cpou  mlgbhiea  rtsnyvkd  fjxwzq,"DKFES;LJAIVRUMWOC,Q/ZPX.'[",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
75,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMRUWOC,Q[ZPX.'/",yfou  mlpkhiea  trsnvxgd  cwjzbq,"DJFES;LKAIVMRUWOC,Q[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
76,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFKL;AIVMRUOW,CX.ZPQ['/",xpou  mlfvhaei  tnsrygkd  cbwzjq,"DJSEFKL;AIVMRUOW,CX.ZPQ['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
77,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMRUWO,CQ.ZPX['/",gfou  mlpkhiea  tnsrvxyd  cwbzjq,"DJFESKL;AIVMRUWO,CQ.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
78,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFKL;AIVMUROW,CX.ZPQ['/",xpom  ulfvhaei  tnsrygkd  cbwzjq,"DJSEFKL;AIVMUROW,CX.ZPQ['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
79,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMRUWO,CQ[ZPX.'/",gfou  mlpkhiea  trsnvxyd  cwjzbq,"DJFES;LKAIVMRUWO,CQ[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
80,"etaoinsrhldcumfwykpgbvxjqz -> DJFESKL;AIVMRUW,COQ.ZPX['/",pfou  mlkvhiea  tnsrbxyd  cwgzjq,"DJFESKL;AIVMRUW,COQ.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
81,"etaoinsrhldcumpykjfgwbvxqz -> DJFESLK;AIVMRUWOC,Q'ZPX[./",fpou  mlybhiea  tsnrwvkd  cjqzxg,"DJFESLK;AIVMRUWOC,Q'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
82,"etaoinsrhldcumfpwygbvkxjqz -> DJFESLK;AIVMRUWO,CQ'ZPX[./",gfou  mlpkhiea  tsnrvxyd  cwqzjb,"DJFESLK;AIVMRUWO,CQ'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
83,"etaoinsrhldcumfpwygbvkxjqz -> DJSEF;LKAIVMURWO,CX[ZPQ.'/",xfom  ulpkhaei  trsnvgyd  cwjzbq,"DJSEF;LKAIVMURWO,CX[ZPQ.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
84,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFK;LAIVMUROW,CX.ZPQ'[/",xpom  ulfvhaei  tnrsygkd  cbwzqj,"DJSEFK;LAIVMUROW,CX.ZPQ'[/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
85,"etaoinsrhldcmpgwykufbvxjqz -> JFILKASD;EVURMWC,OZ[XQP.'/",vglm  cakxnsrt  eiohubwd  pyjzfq,"JFILKASD;EVURMWC,OZ[XQP.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
86,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMURWO,CQ[ZPX.'/",gfom  ulpkhiea  trsnvxyd  cwjzbq,"DJFES;LKAIVMURWO,CQ[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
87,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFKL;AIVMRUWOC,X.ZPQ['/",xfou  mlpkhaei  tnsrvygd  cwbzjq,"DJSEFKL;AIVMRUWOC,X.ZPQ['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
88,"etaoinsrhldcumfbkxpgwyvjqz -> DJFESKL;AIVMUROWC,Q.ZPX['/",pbom  ulfyhiea  tnsrwvkd  cxgzjq,"DJFESKL;AIVMUROWC,Q.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
89,"etaoinsrhldumgykxjcfpwbvqz -> KFJILSDA;ERVUMOCW,Q'ZPX[./",cxld  moywrnst  aeihpbku  gjqzvf,"KFJILSDA;ERVUMOCW,Q'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
90,"etaoinsrhldcumpykjfgwbvxqz -> DJFESKL;AIVMRUWOC,Q.ZPX['/",fpou  mlybhiea  tnsrwvkd  cjgzxq,"DJFESKL;AIVMRUWOC,Q.ZPX['/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
91,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFL;KAIVMURWOC,X[ZPQ'./",xfom  ulpkhaei  trnsvygd  cwqzbj,"DJSEFL;KAIVMURWOC,X[ZPQ'./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
92,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFL;KAIVMURWO,CX[ZPQ'./",xfom  ulpkhaei  trnsvgyd  cwqzbj,"DJSEFL;KAIVMURWO,CX[ZPQ'./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
93,"etaoinsrhldmfwykxjcupgbvqz -> KFJILASD;EVURMOCW,Q[ZPX.'/",cxlf  moygnsrt  aeihpbkd  wjvzuq,"KFJILASD;EVURMOCW,Q[ZPX.'/",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
94,"etaoinsrhldumwykxjcfpgbvqz -> KFJILSDA;ERVUMOCW,Q'ZPX[./",cxld  moygrnst  aeihpbku  wjqzvf,"KFJILSDA;ERVUMOCW,Q'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
95,"etaoinsrhldcumfpybgwvkxjqz -> DJFESLK;AIVMRUOWC,Q'ZPX[./",gpou  mlfkhiea  tsnrvxyd  cbqzjw,"DJFESLK;AIVMRUOWC,Q'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
96,"etaoinsrhldcumfwykpgbvxjqz -> DJFESLK;AIVMRUW,COQ'ZPX[./",pfou  mlkvhiea  tsnrbxyd  cwqzjg,"DJFESLK;AIVMRUW,COQ'ZPX[./",0.7784,0.013547546571538376,1.0,0.9551568583412623,1.0,0.9233246936755783
